,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
199, 16 Apr 2018,empReview_20173263,Current Employee - Business Analyst,I have been working at Accenture full-time (More than a year),My views about accenture,Good company with a variety of projects. Helps in getting wide exposure.,Internal processes are quite complex. Not able to approach HR physically.,To look for Human assistance in case of need.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20173263.htm
200, 16 Apr 2018,empReview_20184903,Former Employee - ASE @ Accenture,I worked at Accenture full-time (Less than a year),ASE,Nice perks and benefits compared to another service based companies,"No scope for growth,No focus on the current market,You will be a sheep here without any knowledge of what's happening outside",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20184903.htm
201, 30 Apr 2018,empReview_20370283,Current Employee - Associate Product Manager,I have been working at Accenture full-time (More than 10 years),Moving in the wrong direction,Not much. Atleast at senior level.,No longer an organisation to be proud off to be part off.Non employee friendly policies.3 month's notice period ensures you can't get out easily while they can kick you out any time,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20370283.htm
202, 30 Apr 2018,empReview_20378099,Former Employee - Senior Customer Service Associate,I worked at Accenture full-time (More than a year),"A great place to work, but, no transparency",Work life balance and environment,"Not so transparent when it comes to appraisal.Complex networking jobs like Layer 1 and 2, provisioning and testing were brought under BPO and paid very less what we were supposed to.",Pay for what employees work for. Please don't exploit the workforce for smaller biscuits,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20378099.htm
203, 15 Apr 2018,empReview_20161681,Former Employee - Applications Development Programmer Analyst,I worked at Accenture full-time (More than 3 years),Best company,Work from homeBest managementBest employee management relationship,Force to relocate if no project is available for long time.,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20161681.htm
204, 12 Apr 2018,empReview_20122159,Former Employee - Test Engineer,I worked at Accenture full-time (Less than a year),Software Engineer,Good learning curve for freshers,Long Bench Period till assignment if project,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20122159.htm
205, 15 Apr 2018,empReview_20160591,Former Employee - Software Enginnner,I worked at Accenture full-time (More than 3 years),Good Place to work for,Better pay structure.Continuous Hike based on you performance (very good compare to another competitor)Overall nice place to work.,Work life balance is average in some project.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20160591.htm
206, 15 Apr 2018,empReview_20161029,Current Employee - Applications Devel,I have been working at Accenture full-time (More than 3 years),Joined as a fresher,1. Free transport facility2. Good perks and allowances.3. Better work environment compared to other service based companies.,1. Work timings to be maintained to 9.30hrs.2. Quality of work is not so good.3. Less onshore opportunities compared to other Indian based companies.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20161029.htm
207, 15 Apr 2018,empReview_20163098,Current Employee - Recruitment Analyst,I have been working at Accenture full-time (More than a year),Great Place to Work,Good Place to Work with.,No Downsides to comment on,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20163098.htm
208, 29 Apr 2018,empReview_20361307,Current Employee - Associate Manager,I have been working at Accenture full-time (More than 3 years),Working in Accenture Technology - SI Practitioner role,"You get to this team by completing MBA /M.Tech or atleast 10 years of experience, so the best part of this team is - you're working on consulting engagements in Accenture Technology","Promotion, rewards or motivational trips / parties hardly happen as the team never seems to have any budget. Also the team has little to no presence outside Bangalore.",None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20361307.htm
209, 14 Apr 2018,empReview_20155256,Current Employee - Applications Developer,I have been working at Accenture full-time (More than a year),Best company to wok with !!,1) The company where your talent matters.2) To cope with market challenge and new Technologies.3) Accenture provides you a better platform to know you.4 Better work culture.,1) They can give laterals more salary than working employee.,1) More transparent decision making,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20155256.htm
210, 14 Apr 2018,empReview_20157121,Former Employee - IT Delivery Lead,I worked at Accenture full-time (More than a year),Excellent Company to work for,More deliverables and opportunities are huge,Leadership teams are changing quickly and makes difficult to follow the leaders!,NA,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20157121.htm
211, 30 Apr 2018,empReview_20362411,Former Employee - Associate Manager,I worked at Accenture full-time (More than a year),Worst Appraisal System,Typical Service based company with good Digital Innovation,"Not a employee friendly company.During Appraisal, company do not discuss with results with employee. Manager decision is final decision",Please improve your Appraisal or Performance Improvement Program. Hear out what employee has to say about the appraisal outcome.,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20362411.htm
212, 28 Apr 2018,empReview_20349176,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),Over all,Good for freshers to start.Good brand,all depends on the project.mostly support project which limits ur learning,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20349176.htm
213, 13 Apr 2018,empReview_20140647,Former Employee - Manager,I worked at Accenture full-time (More than 5 years),Great Place # A Dream Place # Heaven of Workplaces,"Accenture is the most rewarding and awarding place to work. Employees enjoy everything out at Accenture namely technology, Project,People, Work Culture, Processes, Learning, Fun, Compensation, Diversity.I am writing these remarks couple of years after I left the great organization.The value of Accenture will be known only after you quit or after being associated with worst work places.My review comes with the knowledge and experience gained after working in corporate for over 20 years in various industry and organization of various size.Missing you Accenture and wish I could come back, Wish other every work place emulates Accenture.",There are issues in few units that affects the morale and pushes out people like me. This is a passing phase for employee in every organization but if Accenture leadership could address this issue I am sure there can be no heaven than this in this world,You are Rocking...,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20140647.htm
214, 13 Apr 2018,empReview_20144087,Current Employee - Applications Development Analyst,I have been working at Accenture full-time (More than 3 years),Developer,Good atmosphere. Travel services and cabs all time available. Follows business ethics . Job security . Overal very good environment.,Difficult to get in good projects,Nothing..all good,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20144087.htm
215, 14 Apr 2018,empReview_20151578,Current Employee - Infrastructure Team Lead,I have been working at Accenture full-time (More than 3 years),Excellent Organization to work for - Work life balance - Flexibility,1. Work from home2. Good Training3. Good Hike,1. Delayed Promotions2. HR and Management should be improved,"Believe in your employees, take care of them.",5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20151578.htm
216, 13 Apr 2018,empReview_20140926,Current Employee - Lead Business Analyst,I have been working at Accenture full-time (More than 3 years),Accenture is a place to learn,Great learning environment.Stability of job.Most projects are long term.Constant learning environment,Brand value not what it was once.Can get stuck in internal projects.I,Keep up the good work.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20140926.htm
217, 13 Apr 2018,empReview_20142363,Current Employee - Senior Software Quality Assurance Engineer,I have been working at Accenture full-time (More than 3 years),Good,"Timing, cafeteria, work space culture, diversity , infrastructure and all","No growth, hard to get a roll off, new joinees are all in seasoned and freshers",Take seasoned resource,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20142363.htm
218, 13 Apr 2018,empReview_20142782,Current Employee - Oracle PL/SQL Developer,I have been working at Accenture full-time (More than 3 years),Good company,Develop ur knowledge much quicker and much faster,Good team lead and manager...,Good management...,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20142782.htm
219, 13 Apr 2018,empReview_20147287,Former Employee - Software Engineer,I worked at Accenture full-time (More than 3 years),Friendly work culture,Got the job through campus placementQuite comfortable work environmentLot of fun activities,Salary raise is lessswitching project takes time,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20147287.htm
220, 27 Apr 2018,empReview_20334184,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than a year),Good,"Good trainings, free transportation, learning curve is not good if u end up in a bad project (entering into excel sheets)",Randomly assignment of technology is the curse in this company,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20334184.htm
221, 27 Apr 2018,empReview_20338690,Current Employee - ASE,I have been working at Accenture full-time (More than a year),Not really good for starters. Still better than other mass recruiters,Work life balance. Good Environment,"Lower Salary, Slow growth. Some projects have really long hours.",Leadership should get more involved with the team.,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20338690.htm
222, 27 Apr 2018,empReview_20342832,Former Employee - Applications Developer,I worked at Accenture full-time (More than a year),"Good company, with a few strong cons",Best reasons to work-1) The work keeps you occupied at all times2) Amazing team building activities,"1) A lot of micro-management at the supervisor's level ( varies from project to project)2) The supervisor doesn't give you enough space to work at times, gives a feeling of school",Kindly stop this play of micro-management and take the team's suggestions a bit more seriously.,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20342832.htm
