,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
371, 8 Apr 2018,empReview_20065207,Current Employee - Sales,I have been working at Accenture full-time (More than a year),Work Load.,Best place to work here.,Very low interaction with HR.,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20065207.htm
372, 24 Mar 2018,empReview_19848439,Former Employee - Applications Development Programmer Analyst,I worked at Accenture full-time (More than 3 years),Amazing Company for freshers,great work environmentNo deadline pressureHikes and promotions are good,Politics and favoritism especially in SouthDiscrimination against north indians,Try to eliminate favoritism,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19848439.htm
373, 20 Mar 2018,empReview_19774007,Former Employee - Vice President,I worked at Accenture full-time (More than 5 years),Awesome Place to Work ...,- Compensation- Benefits- Everyone has a helpful mindset,- Very tough and demanding environment - Growth is limited,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19774007.htm
374, 20 Mar 2018,empReview_19788801,"Former Employee - Senior Analyst, Client Financial Management",I worked at Accenture full-time (More than 3 years),"Sr. Analyst, Client Financial Management","Great work culture, Learning opportunities, Good leadership team",Overall Accneture is a good place to work. There is not much negative about the company.,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19788801.htm
375, 24 Mar 2018,empReview_19851120,Former Employee - Software Engineer,I worked at Accenture (More than a year),Great place to start!,-Great start for a fresh graduate.- Extensive trainings-Emphasis on up skilling-Great people-Not too hectic,-Low salaries-It should give fresh graduates the opportunity to pursue higher studies with sponsorsip,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19851120.htm
376, 24 Mar 2018,empReview_19854300,Current Employee - SSE,I have been working at Accenture full-time (More than 5 years),Experience in Accenture,1. Flexibility2. Most of the time will get quality work (Depend on project).3. Good Amenities in campus4. Good Relocation Assistance.5. Good pay for weekend works.6. Now a days focusing on diversities between the genders.7. At least one in a Qtr. project parties depend on project budget.8. Variable pay based on the performance rating.9. CP Points for the some specific achievements.,1. Very Limited Onsite Opportunity for India Delivery Center.2. Sometimes its a favoritism while giving reward however its a common in Indian Corporate Culture.3. 10 Hours of working mandatory.4. Every year certain percentage of low performer will be terminated.5. If your package is high compare to the industry and your rating is average/low then you might not get hike.,"1. Be Neutral while giving reward, this will improve the satisfaction level in the employee and also improve the employee turnover ratio.2. Increase Job security.",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19854300.htm
377, 25 Mar 2018,empReview_19854486,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),SAP GRC Consultant,Great working environment introduction of new technologies and training the resources on the go Great industry standards Management.,Hiring is very difficult process. HR process needs to be improved.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19854486.htm
378, 7 Apr 2018,empReview_20060938,Former Employee - Trade Settlement,I worked at Accenture full-time (More than 3 years),good to work,opportunities are more can gain more experiance,"There are more of sub levels, for every level there are 3 sub levels",no comments,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20060938.htm
379, 23 Mar 2018,empReview_19835039,Current Employee - Applications Development Senior Analyst,I have been working at Accenture full-time (More than 3 years),Best place to work,Exposure to wide range of capabilities,Onsite opportunity is only in few projects,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19835039.htm
380, 23 Mar 2018,empReview_19838655,Former Employee - Applications Development Senior Programmer Analyst,I worked at Accenture full-time (More than 5 years),Great place to work,Excellent senior management with great skills,Sometimes few projects do not give good opportunities but most of them do.,Nothing,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19838655.htm
381, 28 Apr 2018,empReview_20346618,Former Employee - Applications Development Analyst,I worked at Accenture full-time (More than 3 years),Worst Management Ever,Lots of parties if your project is good,no time flexibility.Management people decide your future.if you are very good also its not guaranteed that u will get what u deserve,Dont play with someone's future,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20346618.htm
382, 23 Mar 2018,empReview_19830873,Current Employee - Software Engineer Team Leader,I have been working at Accenture (More than 3 years),Very good organization to work for.,Flexibility in work timings in case not in strict support environment. Lots of opportunity to learn and grow. Lots of activities to pursue your interests.,Hiring is very difficult process. HR process needs to be improved.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19830873.htm
383, 23 Mar 2018,empReview_19835586,Current Employee - Systems Analyst,I have been working at Accenture full-time (Less than a year),Best place to learn,"Full of Learning and training apportunities, internal bonus and appraisal process is good","Poor Managment, the technical person didn't get it's technology specific project.",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19835586.htm
384, 23 Mar 2018,empReview_19836345,Current Employee - Applications Developer,I have been working at Accenture full-time (More than 3 years),Overall experience was good,"work life balance ,team outing,",most of the projects are of support so one has to learn by himself/herself,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19836345.htm
385, 23 Mar 2018,empReview_19837096,Current Employee - Associate Applications Developer,I have been working at Accenture full-time (More than a year),Company Outlook,1. Good projects2.New things to learn3.Good colleagues,1. Not so employee-friendly2.HRs of no use3.Senior management not upto the mark,"Kindly get rid of those stagnant managers (especially in Kolkata)& treat your employees as humans, not resources. The work environment in Accenture Kolkata is very toxic",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19837096.htm
386, 23 Mar 2018,empReview_19837070,Current Employee - Software Engineering Analyst,I have been working at Accenture full-time (More than 3 years),Company insights,Work life balance is greatHikes are goodTransport facilitiesStringent rules for women safety,Too many policyRoll-off from projects difficult,Don't lock resource to a project unnecessarily when no work is present,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19837070.htm
387, 23 Mar 2018,empReview_19843867,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),Good place to work and learn,"Best part is free transportation,work life balance,good HR policies",Upper level management is not reachablePolitics is everywhere,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19843867.htm
388, 23 Mar 2018,empReview_19843964,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),Good Company for freshers with lot of opportunities to learn and grow,Good organization structure and employee oriented benefits and programmes,Work Hours are not rigid and could be altered depending on the requirement,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19843964.htm
389, 6 Apr 2018,empReview_20046756,Current Employee - Analyst,I have been working at Accenture full-time (More than a year),Okish,Good Work -Life balance (depends from project to project),1. Worse HR Policy2. Worse Salary Increment3. Worse Bench system4. They tag you to any project irrespective of your Skill set . So be aware from such ppl and false hope.5. They have few policy just for a show. (such as Career Counselor),None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20046756.htm
390, 6 Apr 2018,empReview_20050919,Current Employee - Applications Developer Senior Analyst,I have been working at Accenture full-time (More than a year),Application devloper senior Analyst,Work life is balance....lots of banking project,Too much variable pay....Process is very slow,Reduce variable pay,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20050919.htm
391, 20 Mar 2018,empReview_19775293,Current Employee - Project Manager,I have been working at Accenture full-time (More than a year),Program/Project Manager,"Employee Friendly, opportunity to learn new things",Variable pay and Pay structure,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19775293.htm
392, 22 Mar 2018,empReview_19813987,Current Employee - Software Engineer,I have been working at Accenture full-time (More than 3 years),Good company to work,good to work nice work life,no crons 3 years of experience,everything is fine,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19813987.htm
393, 6 Apr 2018,empReview_20046495,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Good to start but not a great place to learn,You will get a surviving salary.,"Learning opportunity depends mostly on your team. No guarantee of whatsoever can be given you as your field(e.g Dev, Test). Politics on top of everything.",Change your training plans for the freshers.,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20046495.htm
394, 5 Apr 2018,empReview_20039082,Former Employee - Associate Software Engineer,I worked at Accenture full-time (Less than a year),"Good if you get a good project, else worst",- Free Cab/Shuttle services- Work Culture- Onsite opportunities depending on the project,"- Not all projects are good- Some projects, majority of the team work in support role/ L1 support role, even a class 12 passout can do that job.- Long working hours, approximately 10 hours including lunch- Randomly allocate candidates into projects without considering their skillset/educational background.",Please consider the candidates skillset/education background before allocating them into projects.,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20039082.htm
395, 21 Mar 2018,empReview_19791013,Former Employee - Applications Developer Analyst,I worked at Accenture full-time (More than a year),Good place to work,"Great diversity, amazing people, cool projects, bigger teams","base pay is less, not many benefits, work life can be hectic sometimes due to budget issues.",None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19791013.htm
396, 21 Mar 2018,empReview_19792692,Former Employee - Applicatiion Developer,I worked at Accenture full-time (Less than a year),excellent,"Work culture,Employee benefits,Gym,Cafeteria,Work life balance,work from home support.Onshore benefits",Salary increment year by year less.Technology work is minimal,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19792692.htm
397, 21 Mar 2018,empReview_19797963,Former Employee - Test Analyst/Test Automation Engineer,I worked at Accenture full-time (More than 3 years),Great Time,Amazing policies and workplace.Great place to learn and grow,Should provide options to fresher's as in which technology to select.,Keep up the good work!,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19797963.htm
398, 21 Mar 2018,empReview_19803754,Current Employee - Software Engineer,I have been working at Accenture full-time (More than 3 years),Developer,Great company to work with,No as such cons for the company,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19803754.htm
399, 21 Mar 2018,empReview_19809728,Current Employee - Assistant Manager,I have been working at Accenture full-time (More than 8 years),Good company to work with,Accenture known for its values,Only downside here is low wages,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19809728.htm
400, 26 Apr 2018,empReview_20321139,Current Employee - Customer Support Associate,I have been working at Accenture full-time (More than a year),Worst transport facility,No pros....i have never expected and seen anywhere ...that any so called good company can a worst transport facility and security.,There is no safety and security to female employee in Accenture.1.No matter what time is your shift... cab will come 2 hour late....or depend on them when they want to come.2.After finishing your work at 3 am you have to keep waiting for cab for drop to home...it will take again 1:30 -2 hour..,Please have some safety security and little common sense ...that employees are doing 10 hour shift not 14 hour shift ....they are not getting paid for 14 hours....employees have their own life too...not only work in office and other time to wait for cab and travel....,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20321139.htm
401, 21 Mar 2018,empReview_19800350,Former Employee - Applications Development Programmer Analyst,I worked at Accenture full-time (More than a year),good place to start,experience of global MNC and culturegenerally good work life balance (unless bad team/project)good if you are self driven,limited exposurerigid hierarchyslow work quality enhancement,break organizational structure and be more result/passion driven,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19800350.htm
402, 21 Mar 2018,empReview_19805320,Former Employee - Applications Developer Analyst,I worked at Accenture full-time (More than 3 years),Not that great for growth,lots of technical skills to explore,work politics was too much to handle,pay more to employees,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19805320.htm
403, 21 Mar 2018,empReview_19807978,Former Employee - Sourcing Analyst,I worked at Accenture full-time (More than a year),Great company to work for,Different client experience and opportunity on global level.Good working environment,Not a pay master,More focus should be on people development,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19807978.htm
404, 21 Mar 2018,empReview_19809551,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Good,Employee First and Revenue next,With respect to project and team leads,Nil,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19809551.htm
405, 22 Mar 2018,empReview_19810604,Current Employee - SAP Human Resources Consultant,I have been working at Accenture full-time (More than 3 years),SAP HR Consultant,1. Overall balanced organization2. Good Benefits than other companies3. Highly recommended for freshers as brand names comes handy when switching4. Best in terms of work life balance policies,1. Average increment2. Less Salary than few competitors3. Notice Period is too much,Nothing- Keep the Good work up,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19810604.htm
406, 4 Apr 2018,empReview_20005297,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 5 years),Senior Software Engineer,Work life balance depends upon project to projectBig client budget projects are good.,No work life balanceVery less hikeNo learning in FS banking project,Come back to earlier hike system if they want to retain good employees.,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20005297.htm
407, 4 Apr 2018,empReview_20005945,Former Employee - Senior Analyst,I worked at Accenture full-time (More than a year),Experience,Different type of people you get work with. Good Salary.,There is no work life balance .,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20005945.htm
408, 4 Apr 2018,empReview_20020403,Current Employee - SAP FICO Consultant,I have been working at Accenture full-time (More than 3 years),My experience,We can learn new technologies by enrolling training sessions and management also encourage to adopt new skills.Multiple opportunities to work with big clients,Pay hike is very lessOn sites is very difficult to getLot of politicsEven you are good performer also have chances to get PIP,Nothing,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20020403.htm
409, 20 Mar 2018,empReview_19781026,Current Employee - Accounting Process,I have been working at Accenture full-time (More than 10 years),Make a career a head,I want to work in a reputation company like urs... I want to work. In an account process,Here in this company many of my colleagues r Wrkng....,In this company the advice of management was so. Good,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19781026.htm
410, 20 Mar 2018,empReview_19789961,Current Employee - Team Lead,I have been working at Accenture full-time (More than 3 years),Team Lead,"Best company to work, lot of learning space, good pay for hard workers",No Cons to say about this company,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19789961.htm
411, 25 Apr 2018,empReview_20307960,Former Employee - Business Operations Associate,I worked at Accenture full-time (More than 3 years),Worst place for serious professionals,Only brand name with no value,"No proper talent recognization, so much of retaliation, zero growth, worst transportation, overall it only boosts about the employee satisfaction and rights but failed in implementing.",Try retaining talented employees with good compensation and stop covering up the mistakes being done by the leadership team.,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20307960.htm
412, 20 Mar 2018,empReview_19775420,Current Employee - Anonymous Employee,I have been working at Accenture full-time (Less than a year),Sr Software Analyst,"Best place to learn,earn and work.",Need to get in good project. Company is like sea and u are small fish.You need to make your own career.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19775420.htm
413, 20 Mar 2018,empReview_19776460,Current Employee - Procurement Operations Analyst,I have been working at Accenture full-time (More than a year),Pay scale,Accenture is very good place to Work but you can't expect good pay for it,you wont get the Variable bonus properly,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19776460.htm
414, 20 Mar 2018,empReview_19785574,Former Employee - Software Engineer,I worked at Accenture full-time (More than a year),Good Company Helpful to Employees,Good Company Helpful to Employees,Not the best place to be for freshers.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19785574.htm
415, 20 Mar 2018,empReview_19789965,Current Employee - Software Development Engineer,I have been working at Accenture full-time (More than 3 years),Software Development Analyst,Great people to work with.,Too many legacy Systems projects.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19789965.htm
416, 3 Apr 2018,empReview_19985904,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Pretty Decent,"decent work culture, work-life balance (if your managers are understanding)","Talent pool/Bench time harassment, pressure for relocation to company's demands.",None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19985904.htm
417, 3 Apr 2018,empReview_19989157,Current Employee - Senior Financial Analyst,I have been working at Accenture full-time (More than 5 years),Finance Jobs,Works as a communityMajority of teams are flexible in terms of remote working options,Promotions take too long and lots of politics,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19989157.htm
418, 3 Apr 2018,empReview_19989619,Former Employee - Team Lead,I worked at Accenture full-time (Less than a year),"No technical growth, good in terms of benefits",Transport facility is too good.Salary hike is good.,"Not good in terms of technology.As a person moves up the ladder, the technical work reduces and he ends up in working with excel.Lots of meaningless HR policies.",Focus on including latest technologies and upskilling the current employess,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19989619.htm
419, 19 Mar 2018,empReview_19754333,Current Employee - Applications Developer Analyst,I have been working at Accenture full-time (More than 3 years),Awesome,A great company for freshers to work in. Great work culture.,There is not any cons to name of,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19754333.htm
420, 19 Mar 2018,empReview_19769623,Current Employee - Software Engineer,I have been working at Accenture full-time (More than 5 years),software engineer,Very Good company to work,It all depends on project,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19769623.htm
421, 3 Apr 2018,empReview_19986788,Current Employee - Senior Analyst,I have been working at Accenture full-time (More than 5 years),Senior Analyst,Market-relevant payGender diversity is good.,"Bell curve still exists behind the doors.Managers are incapable of any kind of leadership. They have been promoted just because they have stayed here for a long time. Of course, that is also because they are completely unhirable for any other companyThe so-called no retaliation policy this company advocates is absolutely the biggest lie they sell. It thrives on gross retaliation by the Managers and Senior managers for every concern you raise. HR is almost invisible except on Glassdoor.They care a lot about their image and hence keep asking the employees to rate them high here so that more innocent souls could be lured in.","Please let people you hired pre 2010 era undergo some management training. They have no sense of how to manage people or to motivate them in any way. Also, some English speaking courses would help plenty of them Managers too especially in Mumbai and Pune.",2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19986788.htm
422, 3 Apr 2018,empReview_19992363,Current Employee - Applications Support Associate,I have been working at Accenture full-time (More than a year),Company is great in terms of management but not good in pay only for the AGP's,"Accenture is a great place to work the teams are good, the leads are good.They have invested heavily in training's related videos where you can learn many things.",However they have bad policies for switching your career.For ex if you are an application support associate and want to become an Application developer then you have to work for 24 months before that you cant change your stream. Plus it requires lot of buttering to be done in order to get your role changed.It's a headache.,Keep the policies to a minimum for up bringing of the employees,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19992363.htm
423, 3 Apr 2018,empReview_20002515,Current Employee - Applications Development Associate,I have been working at Accenture full-time (More than a year),Don't join as a fresher at career level 13/12 in accenture,No pros of this company.,HR people are worst & HR helping to who are favor to them only.If join as a fresher at career level 13/12 the will play with you.,Change the HR policy's for level 13/12.Change the promotion policy's also.,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20002515.htm
424, 19 Mar 2018,empReview_19752265,Current Employee - Maharashtra,I have been working at Accenture full-time (More than 10 years),Stratgy Senior Manager,"ethical, professional, visionary , ahead of the game","no work life balance , too many conflicting priorities",is getting too complex to navigate,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19752265.htm
425, 19 Mar 2018,empReview_19753409,Current Employee - Human Resources Transaction Processing Analyst,I have been working at Accenture full-time (More than a year),Feedback,"Good company, various projects, new things to learn","competitive environment, no shift allowance",medical cab should be provided to all pregnant ladies at the time of need,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19753409.htm
426, 19 Mar 2018,empReview_19755924,Current Employee - Test Engineering Analyst,I have been working at Accenture full-time (Less than a year),Excellent Workplace Experience,Accenture is the best company for the beginners. Work life balance is at its best.,"In terms of increments, Accenture needs to be much more positive and concentrating.",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19755924.htm
427, 19 Mar 2018,empReview_19756573,Former Employee - Developer/Applications Support Analyst,I worked at Accenture full-time (More than 3 years),A peaceful journey indeed,Accounts from all domains with diverse people in all teams,May have to do something extra special to get noticed at times,To have better flow of information and improved value of information,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19756573.htm
428, 19 Mar 2018,empReview_19757480,Current Employee - Software Applications Developer,I have been working at Accenture full-time (More than 3 years),Good Service Company,"Good Work CultureThe best place to beNew IT is happening(AI, ML, Blockchain..etc)",Crowded Company 4.25 Lacs Employees,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19757480.htm
429, 19 Mar 2018,empReview_19759164,Former Employee - IT Operations Senior Analyst,I worked at Accenture full-time (More than 5 years),Accenture Services,-location benefit as they have multiple offices.-senior leadership always approachable,-skillset for beginners is not selected as per their comfort.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19759164.htm
430, 19 Mar 2018,empReview_19762211,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than a year),Career at Accenture,Nice place to start your career as a fresher,Company policies are really nice,Please increase the compensation and give hikes based on work.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19762211.htm
431, 19 Mar 2018,empReview_19768388,Former Employee - Applications Development Analyst,I worked at Accenture full-time (More than 3 years),Best in IT Service Industry in India,"1. Good work to start with2. Internal training and Certifications support.3. Free work culture4. Good Clients (Most from fortune 500)5. Good hikes at the moderation period [compared to other IT Services]6. Practically free transport7. Good Allowances for extra hours, days and support",No matter how good a company is. It all boils down to the supervisor/Manager you report to/work with. Few Managers are not up to the par. You'll feel Office politics taking the driver seats in those projects.,"If Employee is willing o walk 4 steps, move atleast 1 step towards them.Try to retain good people by giving them benefits/hikes out of cycle, rather than hiring a new person for 30-40% more amount than what it would've costed you to retain the older one.",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19768388.htm
432, 20 Mar 2018,empReview_19770217,Former Employee - SDO Senior Specialist,I worked at Accenture full-time (More than 10 years),One of the best company to work,"Work environment,EthicsGood Client managementGood infrastructure",No Proper Work life balanceThere is no flexi work timingsCafetaria food is not goodTransport Issues,Please work on the points mentioned as Cons to improve the Company image,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19770217.htm
433, 2 Apr 2018,empReview_19969027,Former Employee - Senior Security Analyst,I worked at Accenture full-time (More than a year),Scattered Process,Good Leave PoliciesVery big environmentVendor training based on your & process needs are very good,Very Big Environment to get noticedStalled ProcessesPeople tend to not adapt to changes,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19969027.htm
434, 2 Apr 2018,empReview_19969700,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Consultant,It is challenging and good,It is very hectic and stressful,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19969700.htm
